Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
19971,0.72,Premium,E,VS1,61.5,60.0,5.79,5.75,3.55,2961
17765,1.2,Very Good,I,SI1,62.6,58.2,6.71,6.74,4.21,5280
9512,0.32,Ideal,D,VS2,61.1,56.0,4.41,4.39,2.69,972
370,1.5,Premium,E,SI2,61.5,60.0,7.29,7.22,4.46,7182
18209,1.02,Good,H,SI1,,58.0,6.36,6.39,4.05,4604
7107,0.41,Ideal,G,VVS1,61.8,55.0,4.76,4.79,2.95,1000
18891,2.0,Fair,E,SI2,59.9,61.0,8.16,8.04,4.86,15540
3834,1.5,Very Good,D,SI1,,59.0,7.41,7.46,4.46,12060
12679,1.02,Ideal,J,VVS2,62.1,57.0,6.46,6.43,4.0,3936
5591,0.4,Ideal,G,VVS2,61.5,57.0,4.74,4.76,2.92,1172
12886,0.71,Ideal,D,SI1,61.8,56.0,5.72,5.76,3.54,3502
1359,0.53,Very Good,E,VS1,61.9,59.0,5.16,5.21,3.21,1830
5243,2.11,Ideal,I,VS1,61.9,57.0,8.28,8.22,5.11,16723
12179,0.3,Ideal,F,VVS2,61.6,53.0,4.35,4.39,2.69,694
20078,1.7,Ideal,I,VS2,61.7,56.0,7.72,7.64,4.74,11360
19850,0.52,Very Good,I,VVS1,,58.0,5.13,5.1,3.23,1577
26879,1.16,Very Good,G,VVS2,62.3,59.0,6.69,6.72,4.18,8361
22990,0.43,Ideal,H,VVS2,62.3,55.0,4.82,4.85,3.01,943
10004,0.5,Very Good,F,SI1,60.0,54.0,5.13,5.2,3.1,1122
21761,0.4,Very Good,E,SI1,62.2,62.0,4.66,4.69,2.91,687
612,1.05,Fair,F,SI2,66.0,60.0,6.3,6.22,4.13,3615
11974,0.7,Very Good,E,VS2,62.8,57.0,5.66,5.68,3.56,2553
26831,0.36,Ideal,E,VS1,61.6,57.0,4.58,4.54,2.81,1094
13692,0.71,Ideal,G,IF,61.8,57.0,5.7,5.75,3.54,3772
22078,0.71,Very Good,F,SI2,61.6,59.0,5.7,5.76,3.53,2326
25958,1.22,Very Good,F,VVS2,60.7,62.0,6.81,6.84,4.14,10719
18502,0.7,Very Good,G,VS1,60.8,56.0,5.72,5.76,3.49,2512
15661,0.81,Ideal,E,SI1,60.3,56.0,6.05,6.13,3.67,3413
2187,1.7,Premium,I,VS2,61.3,59.0,7.69,7.59,4.68,9330
4620,0.3,Very Good,G,VVS2,62.9,58.0,4.26,4.29,2.69,638
20153,0.92,Very Good,E,SI2,63.2,54.0,6.29,6.25,3.96,3679
15534,1.01,Premium,G,VS2,61.6,61.0,6.46,6.36,3.95,5864
22044,0.56,Ideal,H,SI1,60.3,58.0,5.35,5.4,3.24,1253
24632,2.05,Premium,E,SI2,59.7,59.0,8.39,8.27,4.97,17237
11409,1.15,Very Good,H,SI1,60.9,57.0,6.72,6.8,4.12,5047
19056,1.7,Very Good,H,SI1,63.6,59.0,7.46,7.55,4.77,11560
25436,0.4,Premium,G,VVS2,62.7,59.0,4.72,4.69,2.95,1050
1277,1.03,Premium,F,VS1,62.2,57.0,6.51,6.47,4.04,7365
14529,0.59,Ideal,E,SI1,61.1,56.0,5.38,5.44,3.31,1790
21327,0.27,Very Good,E,VVS2,63.0,56.0,4.12,4.14,2.6,622
17499,1.2,Very Good,J,SI2,61.4,55.0,6.85,6.92,4.23,4636
11977,0.27,Ideal,G,VS1,62.3,53.0,4.16,4.19,2.6,527
25667,0.71,Ideal,I,VVS2,62.4,54.0,5.72,5.75,3.58,2308
114,0.23,Very Good,E,VVS2,60.0,56.0,4.03,4.07,2.43,530
12573,2.07,Premium,H,SI1,61.1,58.0,8.27,8.2,5.03,13844
10057,1.09,Very Good,D,SI2,62.2,59.0,6.46,6.49,4.03,4598
2435,1.0,Premium,F,VS2,62.6,60.0,6.37,6.29,3.96,6468
22958,0.42,Premium,D,VVS2,62.8,59.0,4.76,4.73,2.98,1241
24282,0.94,Premium,E,SI1,60.0,58.0,6.37,6.44,3.84,4661
5946,1.03,Ideal,F,SI1,61.3,57.0,6.47,6.53,3.98,6044
23819,1.05,Very Good,F,SI1,59.7,60.0,6.63,6.71,3.98,5666
2781,1.23,Ideal,G,VVS2,62.2,55.0,6.86,6.9,4.28,10317
24708,0.33,Ideal,F,VVS1,61.3,55.0,4.46,4.48,2.74,893
15321,2.14,Premium,H,VS2,61.7,58.0,8.28,8.22,5.09,16390
22461,0.51,Very Good,J,SI1,61.7,56.0,5.14,5.17,3.18,872
12438,0.55,Ideal,G,SI2,62.1,57.0,5.3,5.23,3.27,1240
12814,2.03,Premium,J,SI2,62.7,59.0,8.08,8.02,5.05,12380
12338,1.5,Good,G,SI2,57.5,63.0,7.53,7.49,4.32,6006
21285,1.06,Premium,F,SI2,62.6,59.0,6.51,6.47,4.06,3901
18824,1.2,Good,E,SI1,64.0,61.0,6.67,6.61,4.25,7096
15093,0.27,Very Good,F,VVS1,62.0,55.0,4.16,4.16,2.59,591
16447,1.0,Very Good,H,SI1,62.0,54.0,6.43,6.47,4.0,4995
19511,0.31,Ideal,G,SI1,61.7,54.0,4.38,4.4,2.71,446
21695,1.01,Premium,G,SI1,60.8,60.0,6.47,6.39,3.91,5090
11014,0.51,Very Good,E,VS2,62.8,56.0,5.11,5.14,3.22,1612
14415,1.16,Ideal,F,VVS2,61.8,56.7,6.7,6.78,4.16,10439
10089,0.7,Ideal,I,SI1,59.9,59.0,5.75,5.8,3.46,2083
1245,0.46,Ideal,J,VS2,61.4,56.0,4.96,5.0,3.06,746
11032,0.33,Premium,H,VS1,59.2,58.0,4.5,4.55,2.68,579
19268,0.32,Premium,I,SI1,61.1,59.0,4.38,4.42,2.69,421
20200,0.9,Very Good,D,VS2,63.5,61.0,6.16,6.09,3.89,4521
4643,0.3,Premium,D,VS1,61.2,59.0,4.34,4.29,2.64,732
19728,0.5,Ideal,H,VS1,61.9,54.0,5.12,5.15,3.18,1370
13849,0.38,Premium,H,VS2,60.9,60.0,4.67,4.62,2.83,898
17925,0.41,Very Good,F,VS2,62.8,58.0,4.69,4.73,2.96,863
22312,0.91,Premium,F,SI2,62.5,56.0,6.21,6.15,3.86,3822
17564,0.4,Ideal,E,SI1,62.4,53.0,4.73,4.75,2.96,694
4213,0.37,Very Good,G,VS1,63.1,56.0,4.59,4.57,2.89,957
1024,1.5,Very Good,H,VS1,63.3,59.0,7.15,7.1,4.51,9173
19933,1.01,Premium,H,VS1,62.7,58.0,6.39,6.37,4.0,5294
1395,0.41,Ideal,H,IF,61.8,55.0,4.79,4.82,2.97,1100
21294,0.28,Ideal,F,VVS2,61.8,56.0,4.22,4.26,2.62,642
6583,1.0,Premium,G,VS1,62.4,59.0,6.4,6.35,3.98,6727
12646,0.32,Ideal,G,VS2,62.1,56.0,4.4,4.36,2.72,672
895,0.33,Ideal,G,IF,61.5,56.0,4.46,4.48,2.75,992
26027,1.09,Ideal,I,SI1,59.4,61.0,6.68,6.73,3.98,4692
23168,0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,3167
6458,0.44,Ideal,J,VVS2,62.1,55.0,4.88,4.91,3.04,726
6450,1.3,Ideal,F,SI2,62.2,56.0,6.96,7.0,4.34,6442
3020,0.31,Good,E,VS1,59.0,63.0,4.44,4.47,2.63,600
4862,1.0,Good,I,VS2,62.6,59.0,6.28,6.33,3.95,4081
13447,1.02,Ideal,H,SI1,61.8,57.0,6.43,6.46,3.98,6264
19085,1.52,Ideal,F,SI2,61.8,58.0,7.38,7.4,4.57,10316
23966,0.3,Good,G,VVS1,64.0,57.0,4.27,4.23,2.72,878
10649,1.02,Very Good,G,VS1,62.4,58.0,6.37,6.42,3.99,6622
14935,1.2,Ideal,I,VS1,62.1,57.0,6.84,6.8,4.23,6324
922,1.5,Very Good,I,SI1,63.5,59.0,7.16,7.08,4.52,8081
2814,0.55,Ideal,F,SI1,61.0,56.0,5.28,5.34,3.24,1390
16282,0.41,Ideal,D,VS2,61.6,55.0,4.74,4.77,2.93,1007
15586,0.44,Premium,F,VS2,62.2,58.0,4.88,4.83,3.02,990
630,0.7,Ideal,J,VS2,61.9,57.0,5.65,5.69,3.51,1974
22899,1.07,Ideal,F,SI1,61.9,56.0,6.55,6.61,4.07,5264
15899,0.55,Very Good,F,VS2,62.1,55.4,5.25,5.27,3.26,1777
24900,1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,14295
23138,0.31,Premium,E,VVS1,61.3,58.0,4.39,4.36,2.68,988
26173,1.5,Premium,G,SI1,60.0,61.0,7.48,7.43,4.47,9954
22422,0.25,Premium,H,VVS1,59.8,59.0,4.07,4.09,2.44,450
21426,0.3,Very Good,J,SI1,63.4,54.0,4.29,4.23,2.7,450
8543,1.52,Very Good,I,VS2,62.3,58.0,7.32,7.28,4.55,10051
8256,0.39,Ideal,G,VVS1,62.4,53.6,4.65,4.7,2.92,1008
2253,2.0,Very Good,E,SI2,63.5,59.0,7.9,7.98,5.04,15864
5998,1.03,Premium,E,VS1,61.5,58.0,6.55,6.43,3.99,7614
16874,0.4,Very Good,G,VS1,63.4,56.0,4.72,4.68,2.98,1005
14103,1.05,Very Good,D,VS2,62.9,57.0,6.39,6.51,4.06,6373
9008,1.22,Ideal,I,VS2,59.5,57.0,6.91,6.97,4.13,5761
18611,0.71,Ideal,E,VS1,62.3,56.0,5.69,5.74,3.56,3346
942,0.7,Ideal,I,VS2,62.4,56.0,5.71,5.66,3.55,2056
8536,1.5,Premium,F,VS1,62.6,58.0,7.31,7.26,4.56,14918
13552,0.86,Very Good,I,VS1,61.2,58.0,6.1,6.16,3.75,2905
21948,1.11,Good,D,SI2,60.1,63.0,6.68,6.7,4.02,4877
7309,0.42,Premium,F,SI1,60.0,59.0,4.85,4.88,2.92,773
5053,1.7,Ideal,F,VS2,62.3,56.0,7.65,7.61,4.75,18055
17238,1.33,Ideal,G,VS1,59.9,57.3,7.16,7.21,4.3,10732
23358,0.56,Ideal,G,VVS2,60.7,56.0,5.33,5.32,3.23,2167
23812,2.08,Premium,H,VS2,62.0,58.0,8.19,8.1,5.05,17258
12497,0.56,Ideal,G,SI1,63.0,55.0,5.26,5.22,3.3,1287
23032,0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,1642
26035,1.02,Ideal,E,VS1,60.1,57.0,6.59,6.52,3.94,8244
12669,1.52,Premium,E,VS1,60.6,58.0,7.38,7.44,4.49,16628
55,0.91,Very Good,G,SI2,62.9,54.0,6.14,6.22,3.89,3615
7895,1.14,Ideal,G,VVS1,61.1,58.0,6.74,6.77,4.13,10933
17624,0.8,Ideal,D,VS1,62.4,56.0,5.94,5.98,3.72,4619
10473,0.5,Premium,E,VS2,61.8,58.0,5.09,5.07,3.14,1746
18935,1.5,Premium,H,SI1,61.8,60.0,7.31,7.23,4.49,10567
10827,0.3,Premium,D,SI1,58.8,57.0,4.44,4.4,2.6,662
15642,0.92,Good,G,SI1,60.6,60.0,6.29,6.32,3.82,4089
723,0.3,Very Good,D,VS1,62.0,55.0,4.31,4.35,2.68,863
19069,0.32,Premium,E,SI2,62.4,58.0,4.4,4.35,2.73,576
14990,0.41,Good,D,VS1,,62.0,4.8,4.84,2.9,986
21534,1.0,Premium,E,VS1,58.7,62.0,6.6,6.55,3.86,7392
22326,1.02,Premium,F,SI1,62.3,58.0,6.46,6.38,4.0,5398
2109,1.02,Good,H,SI2,,61.0,6.75,6.68,3.89,3770
23449,0.36,Ideal,F,SI1,61.5,56.0,4.62,4.59,2.83,770
12278,0.8,Very Good,I,VS2,62.0,54.2,5.94,5.99,3.7,2591
4449,0.23,Good,F,VVS1,58.1,52.0,4.03,4.1,2.36,458
1830,0.27,Very Good,F,VVS2,61.3,62.0,4.15,4.2,2.56,552
20599,0.8,Ideal,E,SI2,61.0,55.0,6.0,6.03,3.67,2978
9132,1.34,Premium,G,SI2,61.7,58.0,7.1,7.04,4.36,6583
3574,0.3,Good,I,SI1,64.1,57.0,4.25,4.3,2.74,391
22883,1.02,Good,E,SI2,63.2,56.0,6.37,6.41,4.04,4712
3862,1.0,Premium,F,VS2,61.7,56.0,6.48,6.39,3.97,6608
1160,0.42,Premium,H,VVS1,60.9,62.0,4.86,4.8,2.94,1096
4780,1.51,Very Good,D,VS2,63.2,57.0,7.27,7.25,4.59,12311
21196,0.3,Ideal,E,VS2,61.5,55.0,4.34,4.31,2.66,844
3597,1.19,Good,I,SI1,63.7,57.2,6.69,6.73,4.28,5236
4829,1.53,Ideal,I,SI1,61.9,54.0,7.43,7.5,1.53,8971
11616,2.27,Ideal,I,SI2,63.0,54.0,8.36,8.39,5.28,15710
12666,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,17221
388,0.71,Ideal,F,VS1,61.1,57.0,5.76,5.82,3.54,3013
4115,1.01,Very Good,F,IF,61.9,59.0,6.38,6.45,3.97,10476
18753,0.34,Ideal,D,VS2,61.6,55.0,4.48,4.54,2.78,687
25244,0.38,Premium,D,VS2,58.7,61.0,4.77,4.74,2.79,1117
391,0.41,Very Good,F,SI1,63.4,58.0,4.75,4.68,2.99,852
15963,0.5,Ideal,F,VVS1,60.4,56.0,5.16,5.21,3.13,2165
21778,1.5,Good,G,VS2,63.6,60.0,7.24,7.2,4.59,12787
3018,1.01,Very Good,E,VS2,61.7,56.0,6.41,6.45,3.97,5777
23373,1.51,Premium,H,VS1,61.0,60.0,7.34,7.29,4.46,11263
18621,1.03,Ideal,D,SI2,60.5,58.0,6.52,6.58,3.96,5491
16526,0.41,Good,F,VVS2,63.6,56.0,4.72,4.68,2.99,1064
20136,0.32,Very Good,H,VVS2,60.2,60.0,4.45,4.48,2.69,645
7172,0.31,Very Good,G,VS1,62.9,58.0,4.3,4.35,2.72,625
8238,1.02,Premium,D,SI2,62.5,59.0,6.43,6.38,4.0,4907
25246,2.08,Premium,H,SI1,62.6,59.0,8.13,8.1,5.08,17778
4726,0.42,Ideal,G,SI1,62.0,54.0,4.85,4.82,3.0,799
19818,1.54,Premium,G,VS2,61.1,59.0,7.44,7.4,4.53,12308
9296,1.05,Premium,H,SI1,62.2,58.0,6.5,6.46,4.03,4682
22212,1.01,Ideal,G,VS1,62.1,54.0,6.41,6.43,3.99,7262
18282,0.4,Premium,D,SI2,61.9,58.0,4.73,4.71,2.92,855
22623,0.41,Premium,E,SI2,60.6,60.0,4.83,4.8,2.92,771
19758,0.72,Very Good,I,SI2,63.4,56.0,5.67,5.72,3.61,1907
11964,0.32,Very Good,H,VS2,62.3,57.0,4.37,4.39,2.73,505
8611,0.43,Ideal,H,VVS2,61.3,56.0,4.86,4.9,2.99,943
9283,2.39,Ideal,I,VS2,62.2,55.0,8.58,8.56,5.33,17955
26462,0.32,Ideal,E,VVS1,62.5,56.0,4.38,4.42,2.75,814
2592,0.9,Fair,D,SI1,65.7,65.0,6.06,5.94,3.94,3751
20121,0.37,Very Good,D,VS1,61.1,58.0,4.66,4.7,2.86,820
18310,0.3,Good,H,VS1,63.2,56.0,4.25,4.29,2.7,526
24057,1.01,Premium,H,VS1,60.9,62.0,6.52,6.49,3.96,5000
4551,0.7,Good,G,SI1,63.7,60.0,5.57,5.51,3.53,2150
11059,0.32,Ideal,G,IF,61.8,55.0,4.42,4.45,2.74,918
11787,0.31,Premium,G,VS1,60.4,59.0,4.41,4.37,2.65,695
9844,0.71,Ideal,H,SI1,61.3,58.0,5.73,5.78,3.53,2368
8317,0.53,Premium,H,SI2,62.5,60.0,5.18,5.16,3.23,1113
25070,0.29,Ideal,G,SI1,,54.0,4.25,4.29,2.65,420
5771,2.01,Good,I,VS2,63.8,58.0,7.82,7.89,5.01,15147
13699,0.74,Premium,G,SI2,60.1,58.0,5.89,5.86,3.53,2206
6055,0.31,Very Good,F,SI1,63.1,57.0,4.31,4.28,2.71,663
20002,0.4,Very Good,D,VS2,59.3,58.0,4.8,4.85,2.86,850
24528,0.78,Ideal,D,SI2,61.4,57.0,5.91,5.94,3.64,3454
9155,1.0,Very Good,G,VS2,63.8,58.0,6.31,6.35,4.04,6389
25315,0.32,Good,D,SI1,63.5,55.0,4.31,4.35,2.75,589
5535,1.21,Ideal,H,VS2,62.9,57.0,6.8,6.75,4.26,6302
6059,1.06,Ideal,F,VS2,62.1,55.0,6.52,6.55,4.06,7334
18530,0.41,Premium,E,VS1,60.4,58.0,4.82,4.78,2.9,1153
10134,1.08,Ideal,G,SI2,62.7,54.0,6.63,6.57,4.14,3825
7713,0.96,Very Good,F,SI1,62.1,62.0,6.24,6.32,3.9,4755
15769,0.9,Fair,F,VS1,65.7,59.0,5.96,5.92,3.9,3750
25457,2.04,Good,J,VS2,59.6,56.0,8.26,8.31,4.94,13550
965,0.43,Ideal,D,VS2,61.8,56.0,4.83,4.81,2.98,1129
23192,0.47,Good,E,VS1,58.3,61.2,5.11,5.15,2.98,1447
10386,0.36,Ideal,G,IF,61.5,56.0,4.59,4.62,2.83,985
16135,0.34,Ideal,D,VS1,60.9,56.0,4.51,4.56,2.76,865
10534,0.46,Ideal,E,VVS2,62.6,55.0,4.95,4.92,3.09,1736
16782,0.71,Ideal,E,SI2,,57.0,5.89,5.86,3.44,2340
26835,0.41,Ideal,D,SI1,62.3,55.0,4.77,4.79,2.98,791
11121,0.53,Premium,D,VS2,59.9,58.0,5.26,5.29,3.16,1734
12183,0.56,Ideal,E,SI1,62.8,58.0,5.31,5.26,3.32,1784
24883,1.82,Premium,H,VS2,61.6,60.0,7.78,7.74,4.78,14749
13022,0.41,Ideal,F,VVS1,60.3,56.0,4.85,4.8,2.91,1356
16947,0.42,Ideal,J,VS1,62.3,53.0,4.83,4.86,3.02,636
13425,0.31,Premium,G,VVS1,59.8,62.0,4.41,4.35,2.62,977
26097,1.0,Good,I,SI1,65.2,56.0,6.21,6.27,4.07,3836
10296,0.9,Fair,H,VS2,64.7,58.0,5.98,6.01,3.88,3697
7288,0.73,Very Good,E,SI2,59.3,57.0,5.88,5.95,3.51,2395
14492,0.9,Very Good,H,VS1,61.7,58.0,6.18,6.26,3.84,4466
7579,0.5,Very Good,H,VS1,63.0,56.0,5.02,5.05,3.17,1410
4822,0.3,Very Good,H,SI1,59.4,63.0,4.35,4.4,2.6,421
1366,1.0,Very Good,G,SI1,62.3,62.0,6.34,6.38,3.96,5511
11196,0.31,Ideal,G,VVS1,62.0,55.0,4.34,4.37,2.7,789
10476,1.5,Premium,F,VS2,,53.0,7.37,7.33,4.56,13506
26402,0.78,Fair,E,SI2,66.9,57.0,5.7,5.66,3.6,2721
24469,0.62,Ideal,G,IF,60.3,57.0,5.54,5.61,3.35,3378
5786,1.74,Premium,H,SI2,62.1,59.0,7.78,7.65,4.79,10270
24664,0.5,Ideal,E,SI1,61.5,57.0,5.08,5.1,3.13,1700
21121,2.01,Good,H,SI1,63.2,58.0,7.93,7.98,5.03,15919
4843,0.42,Very Good,G,SI1,61.7,55.0,4.78,4.81,2.96,916
18902,0.71,Ideal,D,SI2,61.1,57.0,5.77,5.79,3.53,2612
9491,0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,1436
20926,1.09,Premium,D,SI2,62.8,56.0,6.49,6.45,4.06,4538
16544,0.31,Very Good,E,VVS1,59.9,62.0,4.4,4.41,2.64,763
6495,1.5,Very Good,H,SI2,61.3,59.0,7.38,7.41,4.53,7774
8892,0.54,Ideal,G,VVS2,60.8,56.0,5.31,5.28,3.22,1950
3172,0.33,Very Good,E,SI1,60.6,60.0,4.41,4.44,2.68,579
17763,0.52,Very Good,H,SI1,62.6,55.0,5.12,5.16,3.22,1111
13816,0.41,Ideal,F,VVS1,60.9,56.0,4.83,4.79,2.93,1356
16759,0.31,Fair,F,VVS1,63.1,61.0,4.32,4.37,2.74,740
2423,0.37,Very Good,E,SI1,61.4,60.0,4.6,4.62,2.83,593
9014,0.51,Premium,G,SI1,62.4,58.0,5.07,5.13,3.18,1220
10195,0.39,Very Good,D,VS2,59.5,57.0,4.79,4.82,2.86,1040
9414,1.01,Premium,D,SI1,62.8,58.0,6.37,6.3,3.98,4751
24575,1.57,Ideal,J,VS1,62.1,54.0,7.46,7.49,4.64,9683
6187,0.52,Premium,H,VS1,59.2,60.0,5.27,5.23,3.11,1577
26301,0.92,Premium,G,SI2,62.3,59.0,6.2,6.15,3.85,3318
9603,0.27,Ideal,E,VS1,61.6,56.0,4.14,4.17,2.56,470
6206,2.06,Ideal,J,SI2,61.9,55.0,8.19,8.23,5.08,11234
7171,0.71,Very Good,F,SI2,61.4,56.0,5.71,5.73,3.51,3075
3440,0.23,Very Good,E,VVS1,61.3,60.0,3.95,4.01,2.44,530
15290,1.02,Ideal,D,VVS2,62.0,56.0,6.48,6.43,4.0,11167
16507,0.3,Ideal,D,SI1,61.0,54.0,4.34,4.35,2.65,552
153,1.16,Ideal,I,VS2,61.5,57.0,6.78,6.75,4.16,5302
24891,0.91,Ideal,E,SI1,61.0,58.0,6.23,6.29,3.82,4132
4289,1.95,Very Good,H,SI1,62.9,58.0,7.86,7.94,4.97,14603
10941,0.56,Ideal,D,SI1,61.2,56.0,5.34,5.31,3.26,1814
22253,1.2,Premium,I,VS2,62.6,61.0,6.76,6.68,4.21,5645
11364,2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,16294
10822,0.4,Good,G,SI1,63.1,56.0,4.72,4.75,2.99,655
21736,0.3,Ideal,G,IF,61.0,57.0,4.31,4.34,2.64,863
13794,0.73,Ideal,H,SI1,61.5,55.0,5.79,5.84,3.57,2605
21770,1.01,Good,G,VVS2,63.4,55.0,6.34,6.41,4.04,6843
2409,0.81,Very Good,I,SI1,60.3,58.0,6.0,6.04,3.63,2701
23609,0.59,Ideal,F,VVS2,62.0,54.0,5.36,5.38,3.33,2679
8165,0.7,Premium,G,VS1,61.0,59.0,5.77,5.68,3.49,2535
8615,0.57,Ideal,G,SI1,60.5,57.0,5.4,5.37,3.26,1369
14091,1.04,Very Good,I,SI1,64.1,57.0,6.35,6.38,4.08,4190
3502,0.5,Ideal,G,SI2,,57.0,5.1,5.13,3.14,1107
11048,0.4,Very Good,I,SI1,63.2,55.0,4.72,4.68,2.97,765
6675,2.01,Very Good,H,SI2,63.0,59.0,7.9,7.93,4.99,15773
13931,1.08,Premium,F,SI2,60.2,59.0,6.6,6.65,3.99,4407
24316,0.41,Premium,E,VS1,61.9,59.0,4.77,4.8,2.96,1079
5252,0.59,Ideal,D,SI2,62.3,55.0,5.41,5.38,3.36,1572
15522,1.53,Premium,I,SI2,62.7,62.0,7.41,7.23,4.59,7389
17999,0.54,Ideal,F,VS1,60.9,56.0,5.27,5.29,3.21,1937
8770,0.33,Very Good,I,VVS2,62.1,56.0,4.41,4.45,2.75,579
11664,0.55,Premium,F,VS2,62.2,58.0,5.26,5.22,3.26,1698
21702,1.0,Premium,G,SI1,61.9,62.0,6.22,6.18,3.84,5154
26751,0.91,Very Good,E,SI1,61.9,61.0,6.1,6.12,3.78,4211
20260,0.4,Good,J,VS1,64.0,56.0,4.69,4.66,2.99,734
24892,1.6,Very Good,E,SI2,62.5,54.0,7.5,7.55,4.7,11537
9685,1.03,Premium,I,SI1,58.4,60.0,6.6,6.58,3.85,3288
23173,0.91,Premium,H,VS1,61.8,54.0,6.32,6.27,3.89,4670
9177,0.27,Ideal,F,VVS1,62.5,56.0,4.1,4.14,2.57,760
22780,0.3,Ideal,E,VS2,62.0,55.0,4.27,4.31,2.66,658
14519,0.55,Ideal,F,VVS2,62.3,54.0,5.29,5.27,3.29,2581
18566,0.52,Ideal,E,SI2,61.0,57.0,5.18,5.21,3.17,1412
4160,0.42,Premium,D,SI1,61.5,58.0,4.83,4.8,2.96,970
4080,0.31,Premium,G,SI2,61.8,59.0,4.34,4.3,2.67,523
19693,0.34,Ideal,E,VS2,62.1,54.0,4.52,4.5,2.8,956
25803,0.28,Very Good,E,VS1,61.8,55.0,4.21,4.24,2.61,489
6600,0.73,Very Good,I,VVS2,62.3,58.0,5.75,5.78,3.59,2565
22705,0.52,Ideal,F,VVS2,62.0,55.0,5.16,5.2,3.21,2168
2397,1.11,Premium,H,VS2,62.0,59.0,6.66,6.59,4.11,5395
249,0.44,Good,E,VS2,59.0,64.0,5.01,4.94,2.93,1001
14840,1.08,Premium,F,SI2,59.9,58.0,6.75,6.66,4.01,3931
18274,2.08,Ideal,H,SI1,61.7,58.0,8.13,8.21,5.04,17469
12761,0.41,Ideal,F,VS1,61.7,56.0,4.76,4.79,2.94,1180
12570,0.37,Premium,G,VS1,59.5,58.0,4.67,4.71,2.79,746
20161,1.13,Ideal,G,VS2,62.7,56.0,6.61,6.65,4.16,6891
13170,0.41,Ideal,G,VVS2,61.9,55.0,4.77,4.79,2.96,1238
12978,1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,8170
12695,1.1,Ideal,I,SI1,62.1,57.0,6.6,6.64,4.11,5037
17039,0.8,Ideal,H,VS1,63.1,58.0,5.89,5.96,3.74,3111
25453,0.75,Ideal,F,SI1,61.5,55.0,5.88,5.9,3.62,3336
10908,1.06,Premium,G,VS2,62.5,58.0,6.52,6.47,4.06,5543
11711,0.83,Fair,I,VS2,64.9,58.0,5.9,5.84,3.81,2577
9154,0.92,Ideal,G,SI2,63.0,57.0,6.16,6.13,3.87,3697
17686,0.33,Ideal,F,VVS1,62.0,59.0,4.42,4.45,2.75,829
6003,0.36,Ideal,I,VVS1,61.6,56.0,4.58,4.61,2.83,607
25848,1.51,Premium,J,VS2,59.6,60.0,7.48,7.58,4.49,7418
1919,0.45,Ideal,G,IF,61.7,55.0,4.93,4.96,3.05,1548
1708,1.02,Ideal,F,SI2,62.1,56.0,6.44,6.41,3.99,4238
14460,0.5,Premium,E,VS2,62.9,59.0,5.09,5.06,3.19,1746
16145,1.04,Very Good,G,SI1,59.2,61.0,6.63,6.68,3.94,4724
18467,1.03,Premium,H,SI1,62.5,59.0,6.46,6.41,4.02,5129
6357,1.01,Premium,I,SI2,62.1,59.0,6.42,6.39,3.98,3971
12514,0.4,Ideal,E,SI1,62.7,57.0,4.72,4.69,2.95,945
23726,0.53,Premium,F,VS2,60.6,55.0,5.26,5.23,3.18,1753
26595,1.24,Premium,D,SI1,59.3,60.0,7.05,7.01,4.16,6319
23802,0.36,Very Good,G,VS1,61.2,60.0,4.56,4.59,2.8,726
15039,0.9,Fair,I,VVS1,63.5,57.0,5.98,6.09,3.83,4194
24398,0.92,Very Good,D,I1,63.0,58.0,6.13,6.18,3.88,2674
20960,1.01,Very Good,E,VS2,61.1,62.0,6.39,6.5,3.94,6517
9680,0.33,Premium,E,SI1,59.6,60.0,4.51,4.48,2.68,545
15092,0.42,Ideal,E,VVS1,62.0,56.0,4.78,4.84,2.98,1400
26857,0.41,Premium,G,VS2,61.5,58.0,4.82,4.8,2.96,1061
8032,1.06,Premium,F,VS2,61.8,60.0,6.58,6.53,4.05,6673
22576,0.56,Very Good,D,SI1,63.0,58.0,5.21,5.24,3.29,1746
25927,0.37,Very Good,E,VS2,63.0,58.0,4.53,4.58,2.87,811
19179,2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,15092
10467,1.0,Ideal,H,SI2,58.3,61.0,6.56,6.61,3.84,4390
20738,0.3,Ideal,G,VVS1,61.7,55.0,4.31,4.35,2.67,747
11903,1.0,Ideal,E,SI1,,54.2,6.32,6.4,4.01,5728
5678,1.6,Very Good,I,VS2,60.0,60.0,7.55,7.59,4.54,10497
1410,1.21,Ideal,H,IF,61.0,57.0,6.79,6.89,4.17,7789
20773,0.6,Very Good,F,SI1,63.2,57.0,5.39,5.33,3.39,1599
9534,0.78,Ideal,H,SI2,62.6,56.0,5.88,5.81,3.66,1909
6631,0.7,Premium,E,VS2,60.9,59.0,5.71,5.68,3.47,2697
